### Smoothing Techniques Applied to Telugu Bigram Corpus
This file contains smoothed probabilities for each bigram using three techniques:

1. Add-One Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + 1) / (count(w₁) + V)
2. Add-K Smoothing (k = 0.3):
   P(w₂ | w₁) = (count(w₁, w₂) + k) / (count(w₁) + k × V)
3. Token Type Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + weight(w₂)) / (∑ bigram_counts + ∑ token_type_weights)

Bigram	Count	PrefixCount	AddOne	AddK	TokenType
('స్టాలిన్', 'మాట్లాడుతూ')	1	5	0.000241	0.000521	0.000074
('మాట్లాడుతూ', '</s>')	2	8	0.000361	0.000920	0.000089
('<s>', 'హెడ్')	2	1945	0.000293	0.000518	0.000104
('హెడ్', '\u200c')	1	5	0.000241	0.000521	0.000074
('\u200c', 'కానిస్టేబుల్')	1	995	0.000215	0.000373	0.000074
('వరకు', 'గార్డులందరికీ')	1	14	0.000240	0.000519	0.000074
('గార్డులందరికీ', 'వారానికి')	1	1	0.000241	0.000521	0.000074
('వారానికి', 'ఒక')	2	3	0.000361	0.000922	0.000104
('ఒక', 'రోజు')	3	48	0.000479	0.001299	0.000133
('రోజు', 'సెలవు')	2	8	0.000361	0.000920	0.000104
('సెలవు', 'ఇవ్వబడుతుందని')	1	5	0.000241	0.000521	0.000074
('ఇవ్వబడుతుందని', 'ప్రకటించిన')	1	1	0.000241	0.000521	0.000074
('ప్రకటించిన', 'సంగతి')	1	1	0.000241	0.000521	0.000074
('సంగతి', 'తెలిసిందే')	6	7	0.000842	0.002521	0.000222
('తెలిసిందే', '</s>')	16	16	0.002043	0.006499	0.000503
('<s>', 'అయితే')	40	1945	0.003999	0.009083	0.001229
('అయితే', ',')	6	47	0.000838	0.002481	0.000222
('దీనిపై', 'ఇవాళ')	1	7	0.000241	0.000520	0.000074
('ఇవాళ', 'ప్రభుత్వ')	1	3	0.000241	0.000521	0.000074
('ప్రభుత్వ', 'ఉత్తర్వులు')	1	17	0.000240	0.000518	0.000074
('ఉత్తర్వులు', 'జారీ')	2	3	0.000361	0.000922	0.000104
('జారీ', 'చేశారు')	3	9	0.000481	0.001319	0.000133
('<s>', 'పోలీసులు')	4	1945	0.000488	0.000969	0.000163
('పోలీసులు', 'వారి')	1	14	0.000240	0.000519	0.000074
('వారి', 'కుటుంబ')	1	16	0.000240	0.000518	0.000074
('కుటుంబ', 'సభ్యులతో')	1	2	0.000241	0.000521	0.000074
('సభ్యులతో', 'గడపడానికి')	1	1	0.000241	0.000521	0.000074
('గడపడానికి', ',')	1	1	0.000241	0.000521	0.000074
(',', 'వారి')	2	549	0.000339	0.000756	0.000104
('వారి', 'ఆరోగ్యాన్ని')	1	16	0.000240	0.000518	0.000074
('ఆరోగ్యాన్ని', 'కాపాడుకోవడానికి')	1	1	0.000241	0.000521	0.000074
('కాపాడుకోవడానికి', 'ఇది')	1	2	0.000241	0.000521	0.000074
('ఇది', 'ఎంతగానో')	1	25	0.000240	0.000516	0.000074
('ఎంతగానో', 'ఉపయోగపడుతుంది')	1	2	0.000241	0.000521	0.000074
('ఉపయోగపడుతుంది', 'పేర్కొంది')	1	1	0.000241	0.000521	0.000074
('పేర్కొంది', 'సర్కార్')	1	5	0.000241	0.000521	0.000074
('సర్కార్', '</s>')	1	3	0.000241	0.000521	0.000059
('<s>', 'ఇవాళ')	1	1945	0.000195	0.000293	0.000074
('ఇవాళ', 'ముఖ్యమంత్రి')	1	3	0.000241	0.000521	0.000074
('ముఖ్యమంత్రి', 'ఎంకే')	1	7	0.000241	0.000520	0.000074
('ఎంకే', 'స్టాలిన్')	2	3	0.000361	0.000922	0.000104
('స్టాలిన్', ',')	1	5	0.000241	0.000521	0.000074
(',', 'సెకండ్')	1	549	0.000226	0.000427	0.000074
('క్లాస్', 'నుండి')	1	3	0.000241	0.000521	0.000074
('నుండి', 'హెడ్')	1	65	0.000239	0.000508	0.000074
('వరకు', 'వారానికి')	1	14	0.000240	0.000519	0.000074
('సెలవు', 'ఇవ్వాలని')	1	5	0.000241	0.000521	0.000074
('ఇవ్వాలని', 'ఆదేశాలు')	1	3	0.000241	0.000521	0.000074
('ఆదేశాలు', 'జారీ')	2	4	0.000361	0.000921	0.000104
('<s>', 'మూడు')	3	1945	0.000390	0.000744	0.000133
('మూడు', 'రాజధానుల')	1	16	0.000240	0.000518	0.000074
('రాజధానుల', 'అంశం')	1	1	0.000241	0.000521	0.000074
('అంశం', 'టీడీపీకి')	1	3	0.000241	0.000521	0.000074
('టీడీపీకి', 'ఏ')	1	5	0.000241	0.000521	0.000074
('ఏ', 'మేరకు')	1	13	0.000240	0.000519	0.000074
('మేరకు', 'కలసి')	1	10	0.000240	0.000520	0.000074
('కలసి', 'వస్తుందన్నది')	1	2	0.000241	0.000521	0.000074
('వస్తుందన్నది', 'పక్కన')	1	1	0.000241	0.000521	0.000074
('పక్కన', 'పెడితే')	2	3	0.000361	0.000922	0.000104
('పెడితే', 'ఈ')	1	4	0.000241	0.000521	0.000074
('ఈ', 'ఆందోళన')	1	214	0.000235	0.000480	0.000074
('ఆందోళన', 'రాష్ట్ర')	1	5	0.000241	0.000521	0.000074
('రాష్ట్ర', 'వ్యాప్తంగా')	1	21	0.000240	0.000517	0.000074
('వ్యాప్తంగా', 'చర్చనీయాంశంగా')	1	3	0.000241	0.000521	0.000074
('చర్చనీయాంశంగా', 'అయితే')	1	1	0.000241	0.000521	0.000074
('అయితే', 'మారింది')	1	47	0.000239	0.000512	0.000074
('మారింది', '</s>')	4	4	0.000602	0.001723	0.000148
('<s>', 'ఇది')	12	1945	0.001268	0.002772	0.000400
('ఇది', 'చంద్రబాబుకు')	1	25	0.000240	0.000516	0.000074
('చంద్రబాబుకు', 'ఒకింత')	1	5	0.000241	0.000521	0.000074
('ఒకింత', 'లాభమేనని')	1	1	0.000241	0.000521	0.000074
('లాభమేనని', 'చెప్పాలి')	1	1	0.000241	0.000521	0.000074
('చెప్పాలి', '</s>')	3	4	0.000481	0.001322	0.000118
('ఇక', 'జేఏసీ')	1	36	0.000240	0.000514	0.000074
('జేఏసీ', 'బస్సు')	1	1	0.000241	0.000521	0.000074
('బస్సు', 'యాత్రను')	1	7	0.000241	0.000520	0.000074
('యాత్రను', 'అడ్డుకోవడం')	1	1	0.000241	0.000521	0.000074
('అడ్డుకోవడం', 'ద్వారా')	1	1	0.000241	0.000521	0.000074
('ద్వారా', 'టీడీపీకి')	1	22	0.000240	0.000517	0.000074
('టీడీపీకి', 'వైసీపీ')	1	5	0.000241	0.000521	0.000074
('వైసీపీ', 'మరింత')	1	7	0.000241	0.000520	0.000074
('మరింత', 'లాభం')	1	11	0.000240	0.000519	0.000074
('లాభం', 'చేకూర్చింది')	1	1	0.000241	0.000521	0.000074
('చేకూర్చింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'జాతీయ')	6	1945	0.000683	0.001420	0.000222
('జాతీయ', 'స్థాయిలో')	1	11	0.000240	0.000519	0.000074
('స్థాయిలో', 'జగన్')	1	8	0.000241	0.000520	0.000074
('జగన్', 'వైఖరి')	1	24	0.000240	0.000517	0.000074
('వైఖరి', 'చర్చనీయాంశమయింది')	1	1	0.000241	0.000521	0.000074
('చర్చనీయాంశమయింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'చలో')	1	1945	0.000195	0.000293	0.000074
('చలో', 'ఆత్మకూరు')	1	1	0.000241	0.000521	0.000074
('ఆత్మకూరు', 'సందర్భంగా')	1	1	0.000241	0.000521	0.000074
('సందర్భంగా', 'చంద్రబాబును')	1	11	0.000240	0.000519	0.000074
('చంద్రబాబును', 'హౌస్')	1	5	0.000241	0.000521	0.000074
('హౌస్', 'అరెస్ట్')	1	2	0.000241	0.000521	0.000074
('అరెస్ట్', 'చేయడం')	1	7	0.000241	0.000520	0.000074
('చేయడం', 'కూడా')	1	6	0.000241	0.000520	0.000074
('కూడా', 'జాతీయ')	1	93	0.000238	0.000503	0.000074
('జాతీయ', 'మీడియాలో')	1	11	0.000240	0.000519	0.000074
('మీడియాలో', 'హైలెట్')	1	8	0.000241	0.000520	0.000074
('హైలెట్', 'కావడంతో')	1	1	0.000241	0.000521	0.000074
('కావడంతో', 'ఇక')	1	3	0.000241	0.000521	0.000074
('ఇక', 'చంద్రబాబు')	1	36	0.000240	0.000514	0.000074
('చంద్రబాబు', 'ఆగలేదు')	1	14	0.000240	0.000519	0.000074
('ఆగలేదు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'వైద్య')	2	1945	0.000293	0.000518	0.000104
('వైద్య', 'సౌకర్యం')	2	4	0.000361	0.000921	0.000104
('సౌకర్యం', '</s>')	2	17	0.000360	0.000917	0.000089
('<s>', 'ఏదో')	1	1945	0.000195	0.000293	0.000074
('ఏదో', 'ఇవ్వాలి')	1	2	0.000241	0.000521	0.000074
('ఇవ్వాలి', 'కానుక')	1	2	0.000241	0.000521	0.000074
('కానుక', 'ఎంతో')	1	2	0.000241	0.000521	0.000074
('ఎంతో', 'వెతికాను')	1	10	0.000240	0.000520	0.000074
('వెతికాను', 'ఆశగా')	1	1	0.000241	0.000521	0.000074
('ఆశగా', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'నీటిపారుదల')	2	1945	0.000293	0.000518	0.000104
('నీటిపారుదల', 'సౌకర్యాలు')	2	2	0.000361	0.000922	0.000104
('సౌకర్యాలు', '</s>')	8	10	0.001082	0.003317	0.000266
('<s>', 'రెండేళ్ల')	1	1945	0.000195	0.000293	0.000074
('రెండేళ్ల', 'బకాయిలు')	1	2	0.000241	0.000521	0.000074
('బకాయిలు', 'చెల్లించాల్సివుంది')	1	1	0.000241	0.000521	0.000074
('చెల్లించాల్సివుంది', '</s>')	1	1	0.000241	0.000521	0.000059
('ఈ', 'గ్రామంలో')	1	214	0.000235	0.000480	0.000074
('గ్రామంలో', '"')	1	19	0.000240	0.000518	0.000074
('"', 'శ్రీ')	1	29	0.000240	0.000516	0.000074
('శ్రీ', 'నెట్టికంటి')	1	10	0.000240	0.000520	0.000074
('నెట్టికంటి', 'ఆంజనేయ')	1	1	0.000241	0.000521	0.000074
('ఆంజనేయ', 'స్వామి')	1	1	0.000241	0.000521	0.000074
('స్వామి', '"')	1	5	0.000241	0.000521	0.000074
('"', 'వారు')	1	29	0.000240	0.000516	0.000074
('వారు', 'కొలువై')	1	22	0.000240	0.000517	0.000074
('కొలువై', 'వున్నారు')	1	1	0.000241	0.000521	0.000074
('వున్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'భక్తులకు')	1	1945	0.000195	0.000293	0.000074
('భక్తులకు', 'ఆయనే')	1	1	0.000241	0.000521	0.000074
('ఆయనే', "'")	1	1	0.000241	0.000521	0.000074
("'", 'కల్పతరువు')	1	22	0.000240	0.000517	0.000074
('కల్పతరువు', "'")	1	1	0.000241	0.000521	0.000074
("'", ',')	2	22	0.000360	0.000915	0.000104
(',', "'")	1	549	0.000226	0.000427	0.000074
("'", 'వరప్రదాత')	1	22	0.000240	0.000517	0.000074
('వరప్రదాత', "'")	1	1	0.000241	0.000521	0.000074
(',', 'స్థలపురాణం')	1	549	0.000226	0.000427	0.000074
('స్థలపురాణం', 'ప్రకారం')	1	1	0.000241	0.000521	0.000074
('ప్రకారం', 'శ్రీకృష్ణదేవరాయలు')	1	6	0.000241	0.000520	0.000074
('శ్రీకృష్ణదేవరాయలు', 'విజయనగర')	1	1	0.000241	0.000521	0.000074
('విజయనగర', 'సామ్రాజ్యాన్ని')	1	1	0.000241	0.000521	0.000074
('సామ్రాజ్యాన్ని', 'పాలిస్తున్నపుడు')	1	1	0.000241	0.000521	0.000074
('పాలిస్తున్నపుడు', ',')	1	1	0.000241	0.000521	0.000074
(',', 'ఆయన')	3	549	0.000452	0.001085	0.000133
('ఆయన', 'ఆధ్యాత్మిక')	1	32	0.000240	0.000515	0.000074
('ఆధ్యాత్మిక', 'గురు')	1	2	0.000241	0.000521	0.000074
('గురు', 'పరంపరలో')	1	2	0.000241	0.000521	0.000074
('పరంపరలో', 'మైసూరులోని')	1	1	0.000241	0.000521	0.000074
('మైసూరులోని', 'శేషహల్లికి')	1	1	0.000241	0.000521	0.000074
('శేషహల్లికి', 'చెందిన')	1	1	0.000241	0.000521	0.000074
('చెందిన', 'వ్యాసరాయుల')	1	21	0.000240	0.000517	0.000074
('వ్యాసరాయుల', 'ఉండేవాడు')	1	2	0.000241	0.000521	0.000074
('ఉండేవాడు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'వ్యాసరాయలు')	1	1945	0.000195	0.000293	0.000074
('వ్యాసరాయలు', 'గొప్ప')	1	1	0.000241	0.000521	0.000074
('గొప్ప', 'ఆంజనేయస్వామి')	1	4	0.000241	0.000521	0.000074
('ఆంజనేయస్వామి', 'భక్తుడు')	1	1	0.000241	0.000521	0.000074
('భక్తుడు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ఈయనే')	1	1945	0.000195	0.000293	0.000074
('ఈయనే', 'తరువాత')	1	1	0.000241	0.000521	0.000074
('తరువాత', 'జన్మలో')	1	8	0.000241	0.000520	0.000074
('జన్మలో', 'మంత్రాలయ')	1	1	0.000241	0.000521	0.000074
('మంత్రాలయ', 'రాఘవేంద్రస్వామిగా')	1	1	0.000241	0.000521	0.000074
('రాఘవేంద్రస్వామిగా', 'అవతరించారని')	1	1	0.000241	0.000521	0.000074
('అవతరించారని', 'భావిస్తారు')	1	1	0.000241	0.000521	0.000074
('భావిస్తారు', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'రాజు')	1	1945	0.000195	0.000293	0.000074
('రాజు', 'గారు')	2	6	0.000361	0.000921	0.000104
('గారు', '"')	1	5	0.000241	0.000521	0.000074
('"', 'కుహుల')	1	29	0.000240	0.000516	0.000074
('కుహుల', '"')	1	1	0.000241	0.000521	0.000074
('"', 'అనే')	2	29	0.000360	0.000912	0.000104
('అనే', 'రాక్షసుని')	1	21	0.000240	0.000517	0.000074
('రాక్షసుని', 'చేత')	1	1	0.000241	0.000521	0.000074
('చేత', 'పీడించబడడం')	1	2	0.000241	0.000521	0.000074
('పీడించబడడం', 'చేత')	1	1	0.000241	0.000521	0.000074
('చేత', 'స్వామి')	1	2	0.000241	0.000521	0.000074
('స్వామి', 'రాజ్యాన్ని')	1	5	0.000241	0.000521	0.000074
('రాజ్యాన్ని', 'నాలుగు')	1	2	0.000241	0.000521	0.000074
('నాలుగు', 'గంటల')	1	4	0.000241	0.000521	0.000074
('గంటల', 'కాలం')	1	3	0.000241	0.000521	0.000074
('కాలం', '(')	1	9	0.000241	0.000520	0.000074
('(', '1')	1	44	0.000239	0.000513	0.000074
('1', 'గంట')	1	10	0.000240	0.000520	0.000074
('గంట', '36')	1	2	0.000241	0.000521	0.000074
('36', 'నిమిషాలు')	1	2	0.000241	0.000521	0.000074
('నిమిషాలు', ')')	1	1	0.000241	0.000521	0.000074
(')', 'పాటు')	1	46	0.000239	0.000512	0.000074
('పాటు', 'రాజ్యాన్ని')	1	18	0.000240	0.000518	0.000074
('రాజ్యాన్ని', 'పాలించారు')	1	2	0.000241	0.000521	0.000074
('పాలించారు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అందుకు')	3	1945	0.000390	0.000744	0.000133
('అందుకు', 'వ్యాసరాయుల')	1	3	0.000241	0.000521	0.000074
('వ్యాసరాయుల', 'వివిధ')	1	2	0.000241	0.000521	0.000074
('వివిధ', 'చోట్ల')	1	11	0.000240	0.000519	0.000074
('చోట్ల', '732')	1	2	0.000241	0.000521	0.000074
('732', 'ఆంజనేయుని')	1	1	0.000241	0.000521	0.000074
('ఆంజనేయుని', 'విగ్రహాలను')	1	1	0.000241	0.000521	0.000074
('విగ్రహాలను', 'స్థాపించాడు')	1	2	0.000241	0.000521	0.000074
('స్థాపించాడు', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'అతను')	3	1945	0.000390	0.000744	0.000133
('అతను', '1539')	1	5	0.000241	0.000521	0.000074
('1539', 'ఫాల్గుణ')	1	1	0.000241	0.000521	0.000074
('ఫాల్గుణ', 'మాస')	1	1	0.000241	0.000521	0.000074
('మాస', 'శుక్ల')	1	1	0.000241	0.000521	0.000074
('శుక్ల', 'పక్షంలో')	1	1	0.000241	0.000521	0.000074
('పక్షంలో', 'నాలుగవ')	1	2	0.000241	0.000521	0.000074
('నాలుగవ', 'రోజున')	1	1	0.000241	0.000521	0.000074
('రోజున', 'నిర్యాణం')	1	3	0.000241	0.000521	0.000074
('నిర్యాణం', 'పొందాడు')	1	1	0.000241	0.000521	0.000074
('పొందాడు', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'చాలామంది')	1	1945	0.000195	0.000293	0.000074
('చాలామంది', 'టీ')	1	3	0.000241	0.000521	0.000074
('టీ', 'పొడికి')	1	5	0.000241	0.000521	0.000074
('పొడికి', 'ఎక్స్పైరీ')	1	1	0.000241	0.000521	0.000074
('ఎక్స్పైరీ', 'ఉండదు')	1	1	0.000241	0.000521	0.000074
('ఉండదు', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'డబ్బాలో')	1	1945	0.000195	0.000293	0.000074
('డబ్బాలో', 'మూత')	1	1	0.000241	0.000521	0.000074
('మూత', 'పెడితే')	1	2	0.000241	0.000521	0.000074
('పెడితే', 'చాలు')	1	4	0.000241	0.000521	0.000074
('చాలు', 'ఎన్నాళ్ళైనా')	1	3	0.000241	0.000521	0.000074
('ఎన్నాళ్ళైనా', 'పాడు')	1	1	0.000241	0.000521	0.000074
('పాడు', 'అవదు')	1	1	0.000241	0.000521	0.000074
('అవదు', 'అనుకుంటారు')	1	1	0.000241	0.000521	0.000074
('అనుకుంటారు', '</s>')	1	1	0.000241	0.000521	0.000059
('కానీ', ',')	3	36	0.000479	0.001305	0.000133
(',', 'అది')	4	549	0.000565	0.001414	0.000163
('అది', 'నిజం')	1	20	0.000240	0.000517	0.000074
('నిజం', 'కాదు')	1	3	0.000241	0.000521	0.000074
('<s>', 'టీ')	2	1945	0.000293	0.000518	0.000104
('టీ', 'పొడి')	2	5	0.000361	0.000921	0.000104
('పొడి', 'కూడా')	1	2	0.000241	0.000521	0.000074
('కూడా', 'ఎక్కువ')	1	93	0.000238	0.000503	0.000074
('ఎక్కువ', 'కాలం')	1	10	0.000240	0.000520	0.000074
('కాలం', 'నిల్వ')	1	9	0.000241	0.000520	0.000074
('నిల్వ', 'ఉంచితే')	1	2	0.000241	0.000521	0.000074
